SW;SCRE;LW;LCRE;CFnet;Fnet;SW_surf;LW_surf;LH;SH;Lf_snow;Fnet_surf;Fnet_toa_min_surf;CC;LWP;IWP;PWAT;Prcp_lsc;Prcp_cv;Prcp_tot;Prcp_snow;Prcp_rain;Temp_srf;Temp_2m;WMO_TP;O3_column
0.24166533;0.73546857;0.5982385;0.9075588;0.73603415;0.27178138;0.30248702;0.55317676;0.45524505;0.5855504;0.63272655;0.65942585;0.51001453;0.7010871;0.8128329;0.67933035;0.4595719;0.60541534;0.8205884;0.88695747;0.6327266;0.86314327;0.26472402;0.27040404;0.34987953;0.62016195
0.38851944;0.75508636;0.4376814;0.7961908;0.82961327;0.5230163;0.38597804;0.43239427;0.41180772;0.6141488;0.50151056;0.8191463;0.5537106;0.55495846;0.61320674;0.6084471;0.28888786;0.5898804;0.6302216;0.6966895;0.5015105;0.6727647;0.14590277;0.14151424;0.23359302;0.63286394
0.7157586;0.965614;0.5024559;0.7984217;1.0344855;0.85692716;0.63077074;0.47812822;0.5479355;0.7177259;0.5448215;1.123244;0.72914135;0.582658;0.62132883;0.6532078;0.23196816;0.654737;0.6534476;0.7329903;0.5448215;0.70834076;0.20573105;0.19938944;0.18260032;0.55664337
0.8937207;1.0542159;0.54718965;0.7736796;1.1044892;1.01923;0.79456174;0.50497615;0.55394405;0.75576437;0.64023006;1.2488127;0.8117267;0.5891823;0.7024545;0.6526297;0.34938088;0.66397494;0.6196016;0.709386;0.64023006;0.70083225;0.35725567;0.35954294;0.262933;0.4823048
0.86454034;1.0424615;0.6423935;0.8320116;1.093498;0.97475106;0.772713;0.5761864;0.52706206;0.7554217;0.66198546;1.235384;0.77832955;0.6645032;0.78027064;0.704803;0.5281769;0.66690093;0.6888039;0.75423336;0.6619855;0.7522309;0.4402917;0.44763944;0.40624022;0.64603984
0.6065936;0.911941;0.615784;0.7751192;0.95550674;0.67626584;0.5564236;0.5566522;0.4828412;0.66381985;0.6946223;1.1632152;0.6486599;0.63316214;0.78817326;0.69260037;0.49701807;0.74673665;0.72481394;0.7774338;0.6946223;0.7685603;0.4155563;0.42191678;0.44938898;0.93964845
0.24110813;0.6873131;0.50258553;0.7106176;0.68231624;0.2413914;0.2973881;0.49707967;0.44188783;0.5610102;0.61448985;0.8281554;0.5168408;0.5942909;0.74114245;0.64265025;0.3754218;0.6611434;0.6338684;0.68344927;0.61448985;0.67448336;0.28154963;0.283919;0.38850895;1.0752354
0.39732343;0.6384548;0.44310918;0.73857737;0.6993598;0.5028582;0.38022012;0.40383315;0.46067685;0.51323086;0.55514413;0.8767851;0.55939573;0.5357755;0.5773343;0.6163822;0.257082;0.5846039;0.6563082;0.7167908;0.55514413;0.6950331;0.1423369;0.13969563;0.28606522;0.9603625
0.737981;0.7833139;0.5332042;0.837743;0.81006217;0.8546024;0.657219;0.49241292;0.47652948;0.69553715;0.59492517;1.0314277;0.6437671;0.6642837;0.6367593;0.6511098;0.25971022;0.64521784;0.5893113;0.6939637;0.59492517;0.66756487;0.25955373;0.2573312;0.17598526;0.6793954
0.89786446;0.89199966;0.6570918;0.92055774;0.89653164;1.0129316;0.8061016;0.64285004;0.53870183;0.7958738;0.6914141;1.0948292;0.71328324;0.7642109;0.7804567;0.7619236;0.38651192;0.73570687;0.7128353;0.81146014;0.69141406;0.7867031;0.41096586;0.41364044;0.30049315;0.54672337
0.8333377;0.9046644;0.7064029;0.93797183;0.9353372;0.940074;0.7421434;0.66327184;0.5287046;0.8069249;0.80960923;1.0607648;0.666795;0.7377772;0.8060738;0.81772035;0.47573557;0.75909644;0.74542314;0.8398815;0.80960923;0.8227667;0.46274406;0.46620387;0.4502512;0.61471784
0.59024954;0.8604924;0.6871018;0.9307927;0.8851717;0.6754747;0.54803604;0.68689;0.5019687;0.7382614;0.8046669;0.9560024;0.6222103;0.7920739;0.9178039;0.78933686;0.49523723;0.75228256;0.8304958;0.90886223;0.8046669;0.8918106;0.38777018;0.39448535;0.40926367;0.6254965
0.22835948;0.6885123;0.5863795;0.9003357;0.6954325;0.25942585;0.28135365;0.5455861;0.41368115;0.5765737;0.66674626;0.61407316;0.48164538;0.69973207;0.7433263;0.7113404;0.4379422;0.643536;0.78319454;0.86326194;0.66674626;0.8386324;0.272222;0.27850577;0.36160514;0.66288424
0.3874307;0.7596754;0.51352245;0.8849133;0.8151741;0.5190329;0.38583264;0.4366053;0.43214396;0.63197225;0.65058935;0.8838055;0.55751425;0.60107905;0.62110764;0.65541077;0.32266343;0.58214444;0.719028;0.8008584;0.6505894;0.7741475;0.14774029;0.14548129;0.25129253;0.6244504
0.73171324;0.9635428;0.5046928;0.8370654;1.0500327;0.8814629;0.6588846;0.43418953;0.5391914;0.70560247;0.5589855;1.2097337;0.75965655;0.57058334;0.63697684;0.6301544;0.23672222;0.6146799;0.67000806;0.7574255;0.5589855;0.73690665;0.21542846;0.20820174;0.15330334;0.5728626
0.8899388;1.0692118;0.59853137;0.8592192;1.1205931;1.0219501;0.7854198;0.5135346;0.5740134;0.78481984;0.68669856;1.2891785;0.8539429;0.6011113;0.7175344;0.7280257;0.38502306;0.7271816;0.7101525;0.80404514;0.68669856;0.7943803;0.34958482;0.35046095;0.29682717;0.4562778
0.8725031;1.06087;0.63194484;0.8110156;1.1140366;0.9829711;0.78664833;0.6049627;0.52256155;0.75807595;0.70819294;1.2592399;0.79417056;0.65275574;0.83519346;0.71667665;0.5138029;0.76784396;0.64243764;0.72640175;0.70819294;0.72260356;0.43678087;0.4423463;0.38617367;0.6651124
0.62125885;0.9385333;0.6229742;0.8179832;0.9677287;0.69357955;0.573963;0.5817091;0.48440063;0.70480114;0.72958577;1.1628275;0.6689562;0.6567539;0.8438994;0.7436102;0.5352016;0.8081629;0.7000426;0.77457774;0.72958577;0.7679615;0.41711673;0.42519847;0.46385962;0.9403531
0.2379637;0.6840534;0.51521647;0.72403413;0.66360605;0.22518758;0.2911936;0.5184153;0.43404043;0.5548548;0.671322;0.8474014;0.5114998;0.6065571;0.74051267;0.63214886;0.38926142;0.6449592;0.6038811;0.677269;0.671322;0.668881;0.31115285;0.31394213;0.3913551;1.062157
0.39195994;0.63329726;0.38850668;0.6764295;0.6852555;0.5128558;0.37537393;0.41820133;0.43263745;0.5420334;0.55759364;0.8682005;0.54891413;0.5155884;0.5894916;0.55443573;0.23116477;0.5591715;0.5643723;0.62810594;0.55759364;0.6082516;0.14605142;0.13795821;0.29015994;1.0344814
0.7497574;0.78969234;0.49240696;0.8124184;0.82081574;0.87645614;0.683429;0.51249737;0.519629;0.6908259;0.5077501;1.0278282;0.6757391;0.63237643;0.6557461;0.63516754;0.25692073;0.6244278;0.5771511;0.6613153;0.5077501;0.638894;0.22062145;0.21857767;0.2740752;0.78086114
0.8989193;0.9049924;0.6344885;0.91134584;0.9066558;1.0108421;0.80988663;0.6549786;0.5073489;0.7926941;0.6658833;1.1020195;0.69107246;0.746661;0.8479098;0.7616587;0.38530043;0.7602914;0.65228796;0.77337104;0.6658833;0.7483296;0.36292422;0.36399743;0.26905143;0.5089947
0.8336253;0.8797843;0.6753164;0.89849854;0.9122715;0.9463276;0.7429962;0.6390235;0.46953687;0.8018029;0.78245085;1.054337;0.64793074;0.74541783;0.7973295;0.7524963;0.4834354;0.66314846;0.7391369;0.8158847;0.7824508;0.79557866;0.43809673;0.4397692;0.35499203;0.5376322
0.5924169;0.83623505;0.63831574;0.90817463;0.8630626;0.6770997;0.54504174;0.61116636;0.50208443;0.7180917;0.7485204;0.9293647;0.60887384;0.7463955;0.863689;0.7545999;0.52282816;0.7231289;0.7768588;0.85147536;0.7485204;0.8335773;0.3784432;0.3843714;0.4147437;0.60578245
0.22954835;0.7050685;0.57493705;0.8684756;0.7066083;0.2502915;0.28482428;0.5414566;0.44806522;0.54052526;0.6642479;0.6913811;0.53324604;0.7059892;0.74669594;0.66706103;0.43193153;0.58571005;0.7682826;0.836006;0.6642479;0.81362617;0.24968734;0.25087953;0.34799263;0.62714654
0.39949256;0.801586;0.51595896;0.905778;0.8565591;0.5285009;0.410213;0.48778725;0.45578703;0.5851032;0.5065129;0.8954858;0.5971447;0.648431;0.69073385;0.63586354;0.33180842;0.59612316;0.74409616;0.8378389;0.5065129;0.8094135;0.15013617;0.14557244;0.25209123;0.6585929
0.7155163;0.9321626;0.4431246;0.7405954;1.0195788;0.8595278;0.6355351;0.39378807;0.50826126;0.6815907;0.51169103;1.1574951;0.71143055;0.4917079;0.6036946;0.5873478;0.23047197;0.60855955;0.6187311;0.69645303;0.51169103;0.6762713;0.21131581;0.20522988;0.17484961;0.5647843
0.8856645;1.0423054;0.5508717;0.76454383;1.1116812;1.011428;0.7808944;0.46047646;0.5420139;0.7617264;0.7095976;1.245305;0.8167131;0.53729343;0.6936499;0.677117;0.35486963;0.6230282;0.60199857;0.6828541;0.7095976;0.6745317;0.34754255;0.3478325;0.29255122;0.49935722
0.8681048;1.056146;0.63572913;0.8194979;1.1031506;0.9745609;0.7796815;0.5780909;0.53993475;0.76718515;0.68759936;1.2589226;0.79221565;0.64773524;0.8208009;0.70590824;0.52638555;0.72173333;0.6615732;0.738912;0.68759936;0.73612255;0.44052055;0.44697177;0.39534613;0.7316023
0.6105911;0.94225687;0.63812757;0.8277555;0.9665883;0.68323416;0.5608599;0.6019923;0.49794617;0.7122541;0.7242681;1.1287701;0.6602541;0.67077917;0.86466086;0.7367383;0.53781897;0.73937947;0.7015785;0.7622756;0.72426814;0.7541967;0.40436807;0.41327208;0.4779435;1.0053209
0.22306658;0.6509927;0.48858535;0.6923436;0.6501773;0.22523202;0.26685938;0.48207504;0.39939523;0.5647786;0.6228781;0.79674965;0.4678526;0.55957097;0.73142546;0.62063575;0.38164017;0.6496937;0.6516448;0.71339834;0.6228781;0.70172143;0.2821007;0.2831972;0.40120465;1.104602
0.3922155;0.6261287;0.43121743;0.7101203;0.6773912;0.5017002;0.3781809;0.4144977;0.45187473;0.5195115;0.5701359;0.8379168;0.5474372;0.5337101;0.5516995;0.596672;0.2534669;0.5427682;0.63227135;0.6779728;0.5701359;0.6588605;0.13896485;0.1315905;0.297816;0.95271695
0.7304036;0.77364856;0.5097952;0.80338675;0.8344862;0.85420305;0.6470532;0.496059;0.4843487;0.66130453;0.56514806;1.047132;0.65171826;0.6125433;0.63847053;0.6611574;0.26887706;0.6073485;0.59083563;0.6714923;0.565148;0.6498619;0.22091283;0.21826324;0.18625769;0.56245255
0.8933531;0.8490036;0.5866052;0.8273595;0.89982;1.0127069;0.7998;0.6187061;0.50517094;0.7731492;0.67859495;1.1064451;0.702806;0.6801846;0.7493163;0.71404755;0.38149157;0.71907485;0.62198985;0.712685;0.67859495;0.6922846;0.36611092;0.36590627;0.26750112;0.39262417
0.827998;0.882189;0.6419891;0.85480785;0.92269367;0.9378399;0.73217964;0.63169193;0.47895145;0.7700748;0.79308915;1.0598571;0.64323074;0.68078774;0.8409963;0.74078244;0.46626854;0.6934412;0.68815607;0.7782809;0.79308915;0.7598441;0.43478966;0.43736202;0.36564952;0.5540261
0.5835272;0.81879663;0.6549041;0.9140446;0.8460926;0.6630933;0.5286092;0.591319;0.44721675;0.6742831;0.7766949;0.9290713;0.5663682;0.7216366;0.81076556;0.7626031;0.48974848;0.71069884;0.7566218;0.84258556;0.77669495;0.82163405;0.379844;0.3856785;0.44655678;0.6783758
0.2351332;0.7003245;0.5769441;0.9097784;0.7160348;0.25768727;0.28661525;0.51224506;0.41122714;0.5793819;0.64723146;0.6576104;0.5016868;0.6759543;0.77851826;0.68302083;0.42625952;0.61095375;0.78542477;0.86255866;0.64723146;0.83676577;0.24363668;0.24938342;0.39742985;0.830718
0.3771042;0.75184363;0.46547392;0.79764605;0.83216983;0.5156027;0.3796234;0.45427728;0.39335844;0.5768374;0.5651261;0.84352976;0.5396315;0.5879745;0.6818136;0.61853945;0.30952832;0.5856621;0.65952134;0.73854154;0.5651261;0.7127455;0.14283752;0.14008689;0.28462413;0.8534904
0.7220458;0.95245785;0.49460712;0.84896;1.0335664;0.8643054;0.64893657;0.40656635;0.50777316;0.66088194;0.474951;1.1391212;0.71928173;0.5348319;0.58714634;0.64070517;0.20453714;0.5745062;0.6630147;0.744604;0.47495103;0.7223119;0.20823129;0.20388007;0.17463286;0.54957503
0.8854161;1.037024;0.54039776;0.7822244;1.1004696;1.016262;0.7849574;0.47181496;0.538529;0.75713044;0.69034487;1.2682067;0.80914813;0.54407185;0.6632984;0.651938;0.35157064;0.63338864;0.6124265;0.68815076;0.69034487;0.6815197;0.3506224;0.35247147;0.26899076;0.46824998
