SW;SCRE;LW;LCRE;CFnet;Fnet;SW_surf;LW_surf;LH;SH;Lf_snow;Fnet_surf;Fnet_toa_min_surf;CC;LWP;IWP;PWAT;Prcp_lsc;Prcp_cv;Prcp_tot;Prcp_snow;Prcp_rain;Temp_srf;Temp_2m;WMO_TP;O3_column
0.86334735;1.0545498;0.6397049;0.81066865;1.0944995;0.9647428;0.77571887;0.5768186;0.53184366;0.77188;0.7135906;1.2362918;0.7680283;0.6463567;0.8085829;0.7327657;0.5100971;0.7124822;0.6397044;0.71658456;0.7135906;0.7119289;0.42668012;0.4355528;0.39908844;0.71274215
0.6130436;0.93774563;0.5888635;0.76407075;0.98049676;0.67775303;0.56090254;0.5691337;0.46642545;0.6841611;0.7116175;1.1159638;0.62566835;0.62101257;0.8290804;0.683137;0.5077899;0.7121416;0.6422838;0.7145754;0.7116175;0.7109248;0.41023108;0.41741174;0.44659653;0.93887925
0.22180408;0.63101655;0.47732744;0.67211366;0.6250978;0.22563118;0.2627426;0.47958905;0.3870952;0.5234941;0.6278881;0.8219102;0.46807712;0.5464475;0.675561;0.5706152;0.38537145;0.59849834;0.5972455;0.6514427;0.62788814;0.6405546;0.2933994;0.29257053;0.3956456;1.0381407
0.3892934;0.6355616;0.36682698;0.63228774;0.6985862;0.50011355;0.3739406;0.42871615;0.43370372;0.5333342;0.5225395;0.79973835;0.5232946;0.5191882;0.587347;0.5100462;0.23276012;0.52369887;0.5579031;0.6133175;0.5225395;0.5943877;0.14759412;0.13933963;0.27833235;1.0239276
0.7413699;0.7960292;0.49905437;0.8106593;0.8289807;0.8666613;0.66714644;0.53177786;0.5193889;0.6622661;0.475744;1.0391743;0.6495674;0.65585506;0.7211969;0.67536974;0.29353452;0.69953257;0.62254685;0.7169053;0.475744;0.69198465;0.22181958;0.21927015;0.21234526;0.7884042
0.8930254;0.8518532;0.59990793;0.80044097;0.892346;1.009998;0.7957219;0.62256294;0.5181103;0.7865341;0.7057916;1.1143627;0.69617915;0.6892693;0.78081065;0.7017299;0.35659406;0.6780371;0.56783867;0.66432923;0.7057916;0.64568835;0.3984554;0.40046406;0.24650072;0.6157396
0.8371132;0.8666299;0.66831553;0.9319808;0.9061664;0.9435908;0.7436567;0.59914196;0.47495928;0.7905743;0.79054826;1.0748641;0.6460161;0.6912808;0.797527;0.7646199;0.47040454;0.65812683;0.7195137;0.801737;0.79054826;0.78396976;0.46002263;0.4588898;0.36403617;0.5384582
0.5856918;0.8486224;0.69497067;0.99421495;0.8439188;0.66755146;0.53768057;0.61091954;0.46229056;0.70651215;0.808814;0.9425461;0.58447146;0.7906937;0.7896245;0.7925711;0.50741744;0.67584205;0.85202116;0.93188196;0.80881405;0.909946;0.38661978;0.38863;0.38241118;0.59451574
0.21875793;0.69852823;0.5661422;0.8783262;0.68163025;0.24459074;0.27119568;0.5059893;0.43559593;0.56413937;0.60780174;0.6891841;0.52451605;0.66385186;0.76925665;0.6567703;0.43249157;0.59008855;0.80183274;0.8558465;0.6078017;0.83735406;0.23575203;0.23807426;0.3308685;0.6324771
0.39460063;0.79789007;0.5377133;0.9421354;0.8651417;0.53025216;0.3937661;0.43716803;0.40818474;0.5723824;0.49634078;0.8934693;0.56644976;0.65686023;0.68953395;0.64390385;0.32214943;0.5691509;0.8018093;0.8747412;0.49634078;0.84806395;0.14338577;0.14023378;0.24501984;0.62193865
0.7238113;0.9280633;0.47925094;0.8150959;1.0239824;0.86060005;0.6453817;0.43423927;0.5378681;0.7168659;0.59224147;1.1642308;0.76735824;0.53663373;0.5942793;0.6238765;0.25288498;0.56680816;0.6764181;0.76915044;0.59224147;0.74482256;0.22561172;0.22164786;0.20733684;0.60775656
0.89325035;1.0614704;0.60575503;0.84984493;1.1203303;1.0139365;0.79817426;0.52671474;0.5565967;0.7746544;0.6565177;1.254269;0.8321701;0.6287535;0.75924194;0.7139679;0.38987;0.66625804;0.6715222;0.75343007;0.6565177;0.7441331;0.3581264;0.36179405;0.314839;0.54724497
0.84877235;1.0703634;0.6386247;0.82837087;1.1086745;0.957614;0.7555064;0.61837965;0.5485133;0.7985503;0.7366345;1.2361797;0.7900221;0.6604228;0.85169846;0.7376446;0.55921793;0.77129567;0.67583686;0.77109027;0.7366345;0.76242167;0.43867928;0.44747797;0.42734858;0.78778416
0.60773903;0.944268;0.66403604;0.87075174;0.94894636;0.66821486;0.5643328;0.5795922;0.48515174;0.7076094;0.71941763;1.1594911;0.66028434;0.6760087;0.80972797;0.7807312;0.51126313;0.7633205;0.71942675;0.7996865;0.71941763;0.7907928;0.39780983;0.4052128;0.44187582;0.8743192
0.23095484;0.6574443;0.5198741;0.7471124;0.6359029;0.2271638;0.28396723;0.46819097;0.4135167;0.5344802;0.6738693;0.8159115;0.5142745;0.59760326;0.692309;0.65734905;0.36570415;0.62927544;0.6576001;0.7112425;0.6738693;0.70082533;0.28489548;0.28435466;0.37319246;1.0101013
0.39461815;0.5984212;0.38015324;0.64351964;0.65523267;0.5087758;0.37325674;0.39567956;0.39199695;0.51982987;0.5705613;0.828622;0.4868897;0.48787385;0.54154336;0.56136817;0.22963515;0.5420559;0.5233434;0.58521897;0.5705613;0.56491435;0.13449703;0.124869004;0.26296538;1.0009623
0.7472429;0.7656997;0.50561154;0.81266797;0.81742316;0.8758493;0.6750925;0.51254344;0.47905424;0.690084;0.5314253;1.0211412;0.6415064;0.6412042;0.6819551;0.6597734;0.27565485;0.64096457;0.6153866;0.6886082;0.5314253;0.6678096;0.24854057;0.24879509;0.20471719;0.76827556
0.8967588;0.8809263;0.64161474;0.92643;0.9041912;1.0195816;0.80569166;0.6337656;0.5597031;0.80701727;0.66931427;1.0756962;0.725999;0.7242543;0.817795;0.7745526;0.39141858;0.76631856;0.7313937;0.82652795;0.66931427;0.80175877;0.37573555;0.37685674;0.3092442;0.5310371
0.8400473;0.89871347;0.67676455;0.9115937;0.9310488;0.9528414;0.75433004;0.66632426;0.50853264;0.80436814;0.7394199;1.0785877;0.6675466;0.7333882;0.86313415;0.7950565;0.49364054;0.7957286;0.74619937;0.8384205;0.7394199;0.8208715;0.44488487;0.44705287;0.4034045;0.6192812
0.5899873;0.85212827;0.6426251;0.94468945;0.87924474;0.6748968;0.5449624;0.60753375;0.45972475;0.72186846;0.78209496;0.96031094;0.57677925;0.7157845;0.8730252;0.75231826;0.5056219;0.72779226;0.824881;0.9128172;0.78209496;0.88802016;0.36689883;0.3685365;0.4128196;0.6876316
0.23196773;0.71966285;0.60287595;0.9491051;0.70005715;0.2544277;0.2862447;0.5290268;0.4332376;0.57276905;0.6267885;0.70193154;0.520529;0.7057946;0.75357497;0.7078177;0.44329846;0.6284362;0.8074436;0.8886276;0.6267885;0.862116;0.2379566;0.2437064;0.3621433;0.6544229
0.39371568;0.83320296;0.5575299;0.94459254;0.8895952;0.52978414;0.40192077;0.47219855;0.43985727;0.6064131;0.45409355;0.8853192;0.59341073;0.72977227;0.6841163;0.65783614;0.33465177;0.58228016;0.75236386;0.8369947;0.45409355;0.810778;0.14604767;0.14244516;0.25822505;0.6516297
0.7232512;0.9602429;0.47995454;0.8270601;1.049359;0.8676215;0.6468792;0.4304407;0.51476914;0.7154244;0.57188976;1.1596382;0.73722416;0.6084632;0.60767615;0.60474265;0.24529979;0.6214625;0.6998501;0.7922066;0.57188976;0.7653788;0.2297157;0.2245427;0.18806918;0.6255813
0.88610184;1.0479463;0.54418945;0.797481;1.1232948;1.0152036;0.78767306;0.49480233;0.57479453;0.7504605;0.6552529;1.2590823;0.8441454;0.58450377;0.705622;0.62554246;0.34264085;0.677101;0.6634028;0.7588025;0.6552529;0.747044;0.35102367;0.35114253;0.27054617;0.5728121
0.8568315;1.0479821;0.63814473;0.82586;1.1040066;0.9661569;0.7677296;0.5828503;0.53742415;0.76785165;0.7227314;1.2468728;0.80463743;0.6667714;0.8018917;0.724563;0.48768428;0.71259314;0.67642164;0.74752754;0.7227314;0.7429039;0.43921956;0.4447339;0.43738312;0.8169843
0.6080729;0.92160505;0.5915959;0.7502061;0.96513647;0.68358123;0.56143326;0.58849204;0.49691412;0.6835629;0.6797595;1.1223625;0.6503236;0.6440035;0.8509174;0.68472874;0.5057081;0.74972063;0.6595958;0.72179955;0.6797595;0.71805704;0.4120953;0.41704667;0.4724424;1.0448935
0.22914602;0.65978754;0.4948156;0.6848666;0.6682441;0.23102786;0.28087142;0.49044877;0.43600672;0.5700463;0.6214577;0.8480717;0.51856434;0.58554226;0.7533181;0.58067733;0.36492366;0.602208;0.63127536;0.68732953;0.62145764;0.67939353;0.3005652;0.29717284;0.38880888;1.0722119
0.40148893;0.65954375;0.47946602;0.83584833;0.6859016;0.5087498;0.3905637;0.41137928;0.42833945;0.5414461;0.50912696;0.8353703;0.52467084;0.5918185;0.6027577;0.63310534;0.2500543;0.54648924;0.68440497;0.74697006;0.50912696;0.72624487;0.14573199;0.13581198;0.2605288;1.0056814
0.7413079;0.8297179;0.5495985;0.9270369;0.8324881;0.8777875;0.67502123;0.5197718;0.496972;0.6531314;0.5600247;1.0296886;0.6536738;0.71422094;0.7402335;0.7192991;0.28966117;0.7237139;0.70085704;0.8020331;0.5600247;0.77501726;0.2145803;0.21195039;0.19944744;0.6896739
0.9063217;0.904657;0.70058674;1.0643374;0.88669837;1.017375;0.82693744;0.6452538;0.50010717;0.7837409;0.6513113;1.1200593;0.6807949;0.8068876;0.7908852;0.83592093;0.39223456;0.7442659;0.8011538;0.90353996;0.6513113;0.8740565;0.40228882;0.40493715;0.33805484;0.5086269
0.8396164;0.8929158;0.6867957;0.95959216;0.9166528;0.9501763;0.75623316;0.6347395;0.48682776;0.8070474;0.74680203;1.0914782;0.6832055;0.73287547;0.81639713;0.81883144;0.4773613;0.7591503;0.74511844;0.83349246;0.74680203;0.8176359;0.43425414;0.43484578;0.36172432;0.5531376
0.5902506;0.8268524;0.68090343;0.92366165;0.84580606;0.67574984;0.54257107;0.6443752;0.5040159;0.70518947;0.81650144;0.98447716;0.64115745;0.770018;0.81588405;0.7675402;0.49771607;0.7161287;0.83051354;0.9031339;0.8165014;0.88426715;0.38927963;0.3953588;0.400832;0.5974498
0.23115364;0.71248984;0.5864293;0.9250391;0.6963997;0.2527309;0.2820376;0.5207795;0.43387884;0.56973916;0.6669069;0.6894047;0.51236844;0.7039037;0.7733037;0.68445367;0.43016562;0.6120228;0.8069546;0.8764878;0.6669069;0.85445374;0.27513734;0.27830756;0.32224476;0.6093928
0.400908;0.82907915;0.5237067;0.9297085;0.8455939;0.53264266;0.41190416;0.4764671;0.4651078;0.5966866;0.53813;0.87655634;0.5926543;0.6893198;0.7014223;0.663854;0.30945107;0.60114783;0.7604574;0.8257665;0.53813;0.8035119;0.15162867;0.14592163;0.23582311;0.59840024
0.72891206;0.9419683;0.41552463;0.7127313;1.0348526;0.8804162;0.65250856;0.3994403;0.48417878;0.70445734;0.5225058;1.1706433;0.70790464;0.5160077;0.5977891;0.55228287;0.20680666;0.57453924;0.5827122;0.66032505;0.5225058;0.6431406;0.22941697;0.22139935;0.18119438;0.5583701
0.89058465;1.0520321;0.552958;0.7902926;1.1142025;1.0223775;0.7874089;0.5174572;0.5654409;0.7755403;0.6661543;1.2671098;0.8259958;0.57172376;0.69626397;0.6547194;0.37202603;0.67278546;0.6497072;0.7294247;0.6661543;0.72054714;0.35844716;0.35918328;0.28782448;0.49628454
0.86694586;1.0604345;0.655788;0.857007;1.0952792;0.98149073;0.7804063;0.598818;0.5377416;0.77141106;0.6911282;1.2370044;0.77776283;0.6721319;0.8252455;0.74559176;0.5249436;0.7592813;0.7223044;0.79575664;0.6911282;0.7897134;0.44609633;0.45043647;0.41332862;0.70466614
0.61472964;0.95506054;0.6318158;0.80319023;0.9925018;0.67964727;0.56909025;0.590514;0.4727915;0.69933724;0.7216771;1.1472458;0.64251345;0.6444175;0.83058673;0.7269982;0.5216722;0.77994806;0.6902895;0.74976724;0.7216771;0.7432647;0.42598936;0.42976558;0.4857665;1.0351189
0.25459096;0.72748893;0.53142124;0.7900878;0.7015202;0.25675732;0.31164074;0.5174966;0.44771427;0.5656812;0.6404393;0.8745938;0.53436804;0.6339596;0.7584402;0.66361755;0.41922444;0.66328776;0.72484446;0.77844054;0.6404393;0.7653298;0.31157717;0.3123091;0.43347058;1.1368715
0.39958608;0.6382398;0.43643388;0.73256356;0.70329094;0.51882297;0.39238343;0.43390012;0.4272079;0.53094834;0.562097;0.84329325;0.53032297;0.55150765;0.64186484;0.5720246;0.2582373;0.5130382;0.62399817;0.670918;0.562097;0.65152735;0.14471908;0.1332523;0.34270966;1.0731637
0.7351998;0.7868011;0.5258228;0.8681088;0.8184444;0.8592161;0.664061;0.50394577;0.51348346;0.70917344;0.52568394;1.0301558;0.6735437;0.6412408;0.70060235;0.67006665;0.28021643;0.64754444;0.6668823;0.7428874;0.52568394;0.72147006;0.2372468;0.23338453;0.24055368;0.8067169
0.89241797;0.86701614;0.64978087;0.89011;0.8976755;1.0052211;0.7955386;0.62564117;0.5440456;0.804177;0.6375871;1.108974;0.69797903;0.71296495;0.83168346;0.73601884;0.42245153;0.73282516;0.7021603;0.79455;0.63758713;0.77097654;0.40522954;0.40612003;0.30408457;0.515757
