SW;SCRE;LW;LCRE;CFnet;Fnet;SW_surf;LW_surf;LH;SH;Lf_snow;Fnet_surf;Fnet_toa_min_surf;CC;LWP;IWP;PWAT;Prcp_lsc;Prcp_cv;Prcp_tot;Prcp_snow;Prcp_rain;Temp_srf;Temp_2m;WMO_TP;O3_column;NO2_column;burden_AER;strat_burden_AER;wet_depos_AER;dry_depos_AER;strat_cond;strat_nuc;strat_evap
0.40706545;0.6382807;0.43747988;0.73615736;0.67606705;0.5178373;0.39635172;0.401224;0.39935014;0.5378529;0.51258266;0.8142977;0.49288747;0.5238983;0.59130085;0.6208416;0.24326217;0.58595794;0.60305;0.6724843;0.51258266;0.65376735;0.14563572;0.13679047;0.26292315;0.98224616;0.713168;0.39069295;0.44789794;0.36402366;0.7633156;0.66289294;1.3445708;1.0430026
0.7395184;0.7752974;0.44970626;0.73456943;0.8217732;0.87123626;0.66136074;0.49890953;0.47225478;0.6843743;0.4804959;1.031012;0.6301261;0.5950075;0.64273673;0.60310256;0.2648452;0.6410237;0.5240857;0.6193863;0.4804959;0.59658515;0.22222319;0.21925837;0.21916412;0.74748826;0.66034836;0.44274992;0.3919802;0.42941478;0.81410503;0.79808885;1.4113853;0.9117133
0.90243703;0.8725018;0.62272704;0.8899444;0.90205544;1.0212437;0.8143791;0.6120153;0.52290076;0.7846025;0.6536385;1.0917925;0.70869935;0.68727094;0.7885787;0.7522976;0.39208764;0.73584646;0.6448968;0.7464561;0.6536385;0.72655225;0.38093615;0.38229808;0.2978986;0.3858515;0.7044276;0.53417885;0.38824856;0.54268384;0.9316871;1.0939425;1.0350357;0.89046246
0.83713037;0.90657234;0.6975061;0.9526428;0.9353661;0.9479395;0.7470351;0.64893055;0.5140233;0.8101496;0.7526141;1.0809408;0.6797669;0.7428747;0.84989256;0.7901428;0.48993447;0.70908606;0.7771604;0.8473352;0.752614;0.8272628;0.43489692;0.4360367;0.39469177;0.5451166;0.6646506;0.58875644;0.5202072;0.5533427;0.9074052;0.814258;1.4176947;1.0545846
0.58447134;0.80946404;0.6095301;0.860372;0.84480673;0.6683601;0.5301524;0.5723627;0.44462743;0.6732677;0.7736738;0.92042;0.5534319;0.69173217;0.80335534;0.7296453;0.48257405;0.71431816;0.7338824;0.8208539;0.7736738;0.8024292;0.38612834;0.38930625;0.4105474;0.60994005;0.5864233;0.55170655;0.51921535;0.49646664;0.7694919;0.7750989;1.263855;1.2737426
0.23180827;0.703593;0.5926918;0.9120529;0.6812692;0.25004664;0.28270924;0.51505184;0.47061834;0.55167526;0.68059456;0.694089;0.54846555;0.722726;0.740429;0.7148025;0.43584603;0.63336325;0.8332498;0.8996351;0.68059456;0.87896144;0.27400693;0.27751634;0.37651986;0.65434414;0.5022182;0.46492612;0.4590733;0.4134434;0.66312295;0.7710719;1.4234641;1.2112828
0.39344126;0.7849935;0.5296445;0.9706437;0.8597103;0.5380979;0.3960848;0.42344648;0.44462115;0.54848194;0.5202361;0.8729718;0.6086993;0.6750937;0.6713623;0.66082764;0.30280602;0.56207556;0.76842195;0.84641486;0.5202361;0.8151912;0.14517544;0.14166273;0.2195475;0.6693779;0.525324;0.44671574;0.32578388;0.38812816;0.6686031;0.71188027;1.4260614;1.1281989
0.71484107;0.948947;0.4727544;0.82570434;1.0536128;0.86553836;0.6309874;0.39319348;0.48443216;0.6630232;0.52589136;1.1649543;0.70952386;0.5207421;0.61746216;0.6048723;0.22466806;0.58858746;0.6945902;0.78246945;0.52589136;0.7560228;0.20823069;0.20309134;0.16156979;0.6127999;0.6407804;0.43602338;0.3117167;0.3879457;0.6433194;0.73533034;1.4209065;1.2467798
0.89936525;1.0637653;0.5767977;0.8371243;1.1130387;1.0282028;0.8057687;0.47927827;0.5675893;0.7369506;0.6392802;1.2502902;0.8380892;0.5932922;0.69698733;0.69074535;0.35733262;0.64815325;0.66018933;0.7508604;0.6392802;0.7392692;0.35161647;0.35563895;0.27988327;0.5868143;0.82268614;0.38386285;0.4705005;0.36140296;0.68357074;0.8100561;1.3930633;1.3337623
0.8653281;1.0387803;0.6268592;0.7837217;1.0872098;0.97043926;0.7762539;0.5589941;0.5421174;0.76005507;0.70149314;1.2515622;0.78638583;0.63720965;0.8414463;0.719186;0.5182221;0.7655291;0.64115846;0.7179607;0.7014932;0.7195932;0.4341949;0.44221526;0.4392034;0.70331484;0.8994308;0.45943558;0.6494798;0.45447043;0.74623317;0.8522487;1.4133985;0.9370734
0.6133657;0.9256299;0.60407734;0.7804485;0.95010567;0.68805087;0.56283367;0.56667024;0.49089998;0.68407726;0.75037336;1.1948894;0.6758818;0.6438698;0.8377281;0.7067564;0.52030855;0.7453622;0.6863389;0.75272197;0.75037336;0.74686885;0.41712976;0.42326197;0.46230075;0.93344563;0.8813114;0.40187544;0.6759359;0.40442485;0.77069277;0.66423434;1.4164579;1.1802071
0.24392274;0.66201305;0.5135168;0.7009553;0.663077;0.24136977;0.29544705;0.49144343;0.41964912;0.56617147;0.63155717;0.79155403;0.49544927;0.5867471;0.73638266;0.62438875;0.36814743;0.62103534;0.6238521;0.677884;0.63155717;0.6667283;0.29713193;0.29754937;0.3980367;1.0525135;0.8780053;0.30697986;0.56929505;0.3136838;0.7208528;0.5544357;1.4237521;1.0701665
0.38910148;0.6402041;0.44936445;0.7542782;0.69998795;0.5038067;0.37565625;0.42534214;0.46975997;0.5117877;0.5555227;0.8675441;0.56732136;0.56859255;0.6192282;0.6024406;0.2820919;0.5598903;0.6483964;0.7097569;0.5555226;0.6897148;0.14208393;0.13758476;0.32146624;0.9857603;0.81016225;0.38684437;0.49281546;0.35206538;0.6857277;0.8466204;1.2652686;0.905065
0.7366591;0.7941963;0.5090394;0.84893274;0.8272554;0.85832644;0.66513014;0.51217484;0.47723752;0.65249133;0.5608295;1.0267532;0.6404504;0.63375264;0.6788442;0.67075056;0.28123334;0.63499874;0.63237256;0.71815646;0.5608295;0.69338006;0.2417605;0.2408279;0.24277982;0.7125553;0.69082034;0.4472087;0.39589855;0.41779378;0.74369556;1.0672141;1.2069833;0.78342396
0.89117074;0.8585345;0.6011942;0.86375684;0.906231;1.0095618;0.7945371;0.59965324;0.50030714;0.77599823;0.7059226;1.1175634;0.7064193;0.664634;0.7789464;0.7343164;0.3668612;0.7445113;0.6141588;0.71884865;0.7059226;0.6944767;0.38286325;0.38187307;0.22438073;0.3982583;0.6518075;0.54465634;0.3273366;0.5393685;0.9165655;1.0486037;1.3696921;0.9385062
0.837955;0.90332466;0.6887441;0.90798616;0.9388021;0.9519185;0.7494827;0.6591087;0.5054641;0.7767709;0.79233736;1.086793;0.6841244;0.73629737;0.8194423;0.7997081;0.45903116;0.71068525;0.7156081;0.7896895;0.79233736;0.7731491;0.4353971;0.4369171;0.3607989;0.51103777;0.64559376;0.54552436;0.53161967;0.49004066;0.7528578;1.0152224;1.3461714;1.2318085
0.58702546;0.8341254;0.61905694;0.8957769;0.87185854;0.66816837;0.5341593;0.60876626;0.47547826;0.6940768;0.7388922;0.92088825;0.5958317;0.71804506;0.8458434;0.73659575;0.4726147;0.70276666;0.73636085;0.82573164;0.7388922;0.80460984;0.36791316;0.36979377;0.3808317;0.5799178;0.55543053;0.54432887;0.5561956;0.50733626;0.77395755;0.92079115;1.3932065;1.20225
0.23689672;0.71783525;0.57183695;0.8899072;0.7136344;0.25441295;0.29133567;0.5138684;0.4070197;0.5395681;0.6796683;0.671932;0.49064213;0.6913611;0.7602602;0.6865365;0.4162771;0.62288153;0.76453006;0.84316856;0.6796683;0.8175029;0.25578514;0.2598939;0.35558212;0.6192265;0.46456018;0.47006243;0.50287104;0.42060196;0.6438513;0.71520543;1.4229419;1.2180203
0.3968793;0.777029;0.55661845;0.95030296;0.8430449;0.53714085;0.4015149;0.46659368;0.48637062;0.60131454;0.58573514;0.92392766;0.6245795;0.6922834;0.6858158;0.6604217;0.31431633;0.5687483;0.74334395;0.81395483;0.5857351;0.7881614;0.14921902;0.14511755;0.22891663;0.62293893;0.43360707;0.44528487;0.36697915;0.37947842;0.6069684;0.76607513;1.4224659;1.2310835
0.73259246;0.95530736;0.4710119;0.8010453;1.0275029;0.8824113;0.6572527;0.4458743;0.52107114;0.68048084;0.53940135;1.1840676;0.76209754;0.5612111;0.6203877;0.5968095;0.23040937;0.5639084;0.61966765;0.7018866;0.53940135;0.68151563;0.22590233;0.2205049;0.16872744;0.5661717;0.5118593;0.41886586;0.29367584;0.37694964;0.6672295;0.63330734;1.4257528;1.2253717
0.88766474;1.0411689;0.5505673;0.77696985;1.1168028;1.0195692;0.78444654;0.468532;0.56610805;0.74490196;0.6380641;1.260728;0.8238091;0.5581734;0.7084602;0.65441984;0.367383;0.7013746;0.6001527;0.6988726;0.6380641;0.6918298;0.35305136;0.35623333;0.30176333;0.5748469;0.7702491;0.39936227;0.46194223;0.38124192;0.71746314;0.7549746;1.4191461;1.3546604
0.8647297;1.0456822;0.60614175;0.7769699;1.1006329;0.9782709;0.7724855;0.5809363;0.533572;0.75425303;0.66843337;1.2593558;0.80215424;0.63096803;0.79258543;0.67769665;0.51369953;0.681011;0.5994711;0.67056555;0.66843337;0.6661263;0.43067124;0.43722537;0.40787154;0.7453704;0.8498925;0.42718026;0.62749666;0.4282646;0.7476827;0.8252606;1.4253432;1.3825566
0.62077504;0.9523097;0.6031839;0.76295716;0.9810666;0.69510937;0.5725353;0.60129285;0.48247972;0.7034395;0.67624813;1.1290962;0.6360997;0.64640117;0.85992795;0.6882802;0.5233153;0.77183604;0.65796554;0.7339802;0.67624813;0.728584;0.40809894;0.41415504;0.45707256;0.9122387;0.82821375;0.440556;0.6747956;0.45322365;0.8116737;0.68791854;1.4176115;0.808951
0.2357329;0.6703204;0.49209338;0.67151123;0.6635247;0.23834674;0.28474185;0.50656337;0.42371756;0.5550802;0.6162494;0.8104526;0.47193253;0.5834339;0.6854662;0.59049076;0.36831346;0.6349232;0.5931996;0.6515787;0.6162494;0.64016706;0.2941623;0.29466128;0.36251122;0.89370966;0.652773;0.3882855;0.5300437;0.38524836;0.76335025;0.65427333;1.4288043;0.87807226
0.39254993;0.6738866;0.439733;0.72307926;0.71510863;0.5080791;0.38223413;0.44302824;0.4530368;0.5489255;0.53815025;0.8342289;0.53510326;0.5759007;0.6525399;0.62150896;0.27365664;0.60216486;0.63056076;0.6958277;0.53815025;0.67450994;0.15111579;0.14383602;0.2546661;0.93878055;0.6593348;0.4301409;0.4576189;0.40200385;0.84297806;0.6861785;1.1812922;1.0052876
0.745761;0.7901962;0.48655638;0.7962466;0.8175191;0.86974156;0.675946;0.49699962;0.44721484;0.66293246;0.5164849;1.0072427;0.62352353;0.64208436;0.6491247;0.6183993;0.25971296;0.5640027;0.5621612;0.649825;0.5164849;0.62604684;0.2309551;0.22716491;0.22599126;0.7762314;0.6147343;0.42447996;0.4008906;0.41148716;0.75784594;0.9402859;1.2846473;1.0543065
0.89589834;0.8576535;0.62358606;0.8258023;0.8875835;1.0050697;0.8031481;0.62478304;0.5425017;0.8180203;0.70025957;1.1161772;0.71795195;0.70787346;0.7912426;0.72399545;0.37744573;0.7444449;0.6055173;0.71180934;0.70025957;0.6889741;0.39099327;0.39208084;0.29102004;0.57935137;0.65992707;0.5155432;0.42105585;0.48812988;0.888206;0.962917;1.3733692;0.9615887
0.8387003;0.881679;0.66580105;0.9080022;0.899808;0.94845474;0.7493467;0.63382596;0.4682126;0.7829869;0.75779325;1.0656382;0.6399642;0.70933646;0.81581885;0.77434677;0.46620733;0.7186829;0.78253347;0.86615676;0.75779325;0.8449457;0.43659097;0.4369064;0.33829206;0.5750398;0.6122165;0.51915175;0.44932976;0.4838015;0.7930084;0.79478514;1.2135825;1.1749022
0.5933536;0.8334341;0.6451;0.93755174;0.84153646;0.6833254;0.54698956;0.6316466;0.46640423;0.70143443;0.7576856;0.95003515;0.59059125;0.7462572;0.8125037;0.76573855;0.5078473;0.75492615;0.8002223;0.88843644;0.7576856;0.86622584;0.37278712;0.37544292;0.3418487;0.5761116;0.54597956;0.52561367;0.44155613;0.47770515;0.69634926;0.7940257;1.3785594;1.2195319
0.2263509;0.70588183;0.57027364;0.90072614;0.69905573;0.24759138;0.27822655;0.5269602;0.44080183;0.5987929;0.6586358;0.70545673;0.52318996;0.7045172;0.74119705;0.67223704;0.44086033;0.59132487;0.76056254;0.8385999;0.6586358;0.8142117;0.24479726;0.24695559;0.3206588;0.656182;0.49767822;0.4374235;0.40182507;0.3980741;0.72279173;0.57514244;1.4016364;1.219149
0.398897;0.76846427;0.5642709;1.0161057;0.8685793;0.5382195;0.39810145;0.41853836;0.45294926;0.59338623;0.49444327;0.88891643;0.59961694;0.6159524;0.64155775;0.69487417;0.31682053;0.5504943;0.8614282;0.9350536;0.49444324;0.90302724;0.14182174;0.13807262;0.21277638;0.68321544;0.5692467;0.41411307;0.37583596;0.35598224;0.6104483;0.61887145;1.4233917;1.0612378
0.72494686;0.9398597;0.48540172;0.8340036;1.0379493;0.8691937;0.6478376;0.40046707;0.5145311;0.70543045;0.48166445;1.1830641;0.74307495;0.5405403;0.617838;0.6013778;0.23964944;0.56441975;0.68731296;0.78275484;0.48166445;0.7601472;0.21822412;0.21289773;0.18264541;0.61736816;0.67996097;0.38647148;0.39352807;0.34407976;0.67874885;0.6630759;1.4246738;1.3214031
0.89258385;1.0567639;0.58249116;0.8230418;1.1134144;1.01581;0.7976996;0.49632066;0.5783933;0.7960668;0.66131884;1.2649881;0.85816664;0.5839128;0.75477993;0.67177176;0.36776456;0.6406873;0.64932036;0.7325289;0.6613188;0.72717047;0.35306564;0.3556671;0.31689477;0.56416327;0.8540968;0.4440076;0.5612316;0.4286372;0.72754073;0.8493591;1.422645;1.3326434
0.85654473;1.0527272;0.637587;0.82215756;1.0851386;0.96381146;0.7656588;0.56795925;0.5268114;0.77357614;0.7470309;1.2494189;0.7927319;0.6576819;0.81116873;0.74141973;0.508908;0.75254875;0.63108194;0.7141804;0.7470309;0.7100451;0.43092275;0.4372841;0.44252834;0.73452777;0.8962721;0.44963095;0.70773375;0.4594944;0.7715569;0.665821;1.4174492;1.0195687
0.6224653;0.9243122;0.6295506;0.80694383;0.9382;0.6823547;0.5807843;0.59000254;0.45571893;0.6984925;0.6977789;1.1180907;0.6401741;0.65570545;0.8155523;0.74538064;0.5282092;0.8164605;0.64492327;0.7301725;0.6977789;0.72281367;0.42637905;0.43387058;0.4627242;0.91218877;0.8386712;0.4176538;0.73614293;0.4171014;0.7592625;0.7804438;1.4198948;0.99127215
0.24690758;0.6984419;0.5736103;0.8306135;0.6559089;0.22278301;0.3033416;0.51927114;0.47074047;0.59345114;0.6703826;0.8926964;0.575452;0.6217177;0.71636254;0.74023914;0.3631349;0.7100922;0.6729205;0.7486608;0.67038256;0.7344298;0.2904926;0.29288813;0.42587155;1.065976;0.82151204;0.38822383;0.65631986;0.38069028;0.71521235;0.5678538;1.4214869;0.7219177
0.39534917;0.6522037;0.45567477;0.7496537;0.715028;0.51024216;0.37817216;0.4394051;0.4436015;0.5288754;0.52300274;0.86897635;0.5481081;0.5626365;0.61142725;0.6071013;0.24720646;0.5684133;0.6265233;0.681068;0.52300274;0.66124964;0.14180528;0.13450971;0.26687315;1.0047588;0.73782146;0.3824548;0.48849815;0.36066145;0.67467237;0.6902502;1.2287456;0.65423596
0.7424424;0.76900685;0.49199837;0.7962377;0.8336291;0.8703296;0.66456884;0.4862737;0.47497836;0.6870878;0.48063877;1.0540745;0.637328;0.60825866;0.6899885;0.6287634;0.29799822;0.65847534;0.6074995;0.6936241;0.48063877;0.66837925;0.24353075;0.24130103;0.21500766;0.73916215;0.67405784;0.42212334;0.3788879;0.40505844;0.7504829;0.720363;1.3650273;0.9975509
0.8981505;0.8549811;0.59996164;0.8383522;0.8949661;1.0147026;0.8087253;0.63257843;0.5126065;0.8014546;0.65570146;1.133448;0.7208185;0.6739925;0.74253196;0.71725297;0.3681338;0.6796048;0.6128335;0.7044542;0.65570146;0.6841704;0.39253488;0.39339584;0.2886417;0.47001007;0.6652421;0.4857414;0.410847;0.45390928;0.71594554;0.8040177;1.3502833;1.0619615
0.8371199;0.8900816;0.70083827;0.9359944;0.92367864;0.9391545;0.7505843;0.6504139;0.515673;0.796994;0.7474417;1.078007;0.69450533;0.7434863;0.8238979;0.8140885;0.46053553;0.73731226;0.7740008;0.8491685;0.7474417;0.8299428;0.43055266;0.43192282;0.3746403;0.58007455;0.6613856;0.5649652;0.48811704;0.5181338;0.80510896;0.8273503;1.0789587;1.2803698
0.58496505;0.8278681;0.66638136;0.92542374;0.84829754;0.6655661;0.5381516;0.6353064;0.48035255;0.68615407;0.7632477;0.9566697;0.62059253;0.76493925;0.7993825;0.74809855;0.51766485;0.68281454;0.7978811;0.8741566;0.7632477;0.8545045;0.38370568;0.3867159;0.3924023;0.62974834;0.56754935;0.4855637;0.49310327;0.44176084;0.6769438;0.99873024;1.145113;1.1995791
0.23075508;0.7061431;0.6009421;0.91822815;0.7135524;0.2633451;0.2905346;0.5480723;0.45555365;0.5728907;0.7317023;0.6764031;0.53030413;0.7125586;0.76875025;0.72888374;0.46818763;0.70086616;0.8025475;0.88128924;0.7317023;0.8561261;0.2585145;0.26384932;0.37523368;0.6734677;0.45058993;0.44681665;0.5131506;0.40801495;0.5977813;0.9300543;1.4264816;1.196114
0.39286727;0.80057937;0.5136508;0.9301558;0.87009645;0.53118813;0.39656368;0.45996502;0.47292662;0.60984665;0.44610912;0.9101997;0.6030188;0.6473927;0.6615986;0.62248784;0.33762196;0.57227665;0.7790226;0.8587131;0.44610915;0.8299088;0.13720639;0.13428405;0.24127358;0.6509601;0.4293211;0.4124366;0.3763302;0.3625485;0.6822906;0.60965556;1.4189416;1.2157891
0.72985613;0.9735119;0.48869258;0.85066617;1.0505532;0.8752357;0.6552822;0.4489006;0.48680517;0.715408;0.5316812;1.169766;0.7313806;0.597005;0.67216754;0.6203056;0.23761512;0.5845497;0.67412615;0.7702266;0.5316812;0.74229264;0.22037123;0.21473482;0.16422342;0.58781075;0.52563107;0.37318528;0.2450505;0.32527262;0.5999747;0.66615313;1.4247622;1.3251543
0.8944591;1.0604386;0.58084494;0.8454122;1.1161865;1.0225784;0.79794306;0.5183442;0.56422853;0.79167813;0.6288057;1.2507907;0.8244891;0.637407;0.73010606;0.6930633;0.3891808;0.70566165;0.67861074;0.77705216;0.6288057;0.7674051;0.34792706;0.34823203;0.29482904;0.49163717;0.7516947;0.47630426;0.41763067;0.46294624;0.71624297;0.72516644;1.416167;1.1623107
0.86211777;1.079705;0.65877783;0.88381135;1.0990882;0.96456873;0.7744571;0.6223793;0.56880265;0.78788203;0.6672982;1.253742;0.8123103;0.73209333;0.8862595;0.7445892;0.5277165;0.7884115;0.6891077;0.78198534;0.6672982;0.77547663;0.43001518;0.43539917;0.39519864;0.6165334;0.8341529;0.48521018;0.5356083;0.48362753;0.8214298;0.83721703;1.4214126;1.2395812
0.6073583;0.92913425;0.61083484;0.8076455;0.97896904;0.6746096;0.55840737;0.58855397;0.48922077;0.6863652;0.67907596;1.1389081;0.66244096;0.6625933;0.8436018;0.7050273;0.48794207;0.74043196;0.6857897;0.75675267;0.67907596;0.7479261;0.39965606;0.4029522;0.43666908;0.8940399;0.82798684;0.40511182;0.5915364;0.3896364;0.7511645;0.8363804;1.4165545;0.9201031
0.2234335;0.65128404;0.49372557;0.7127528;0.6524826;0.22743136;0.27170876;0.46191126;0.41047046;0.55070066;0.6833928;0.81928694;0.51160645;0.56537837;0.71496046;0.60080445;0.3449646;0.5770972;0.63284826;0.6829352;0.68339276;0.6727429;0.28548253;0.28436926;0.38919452;0.9876887;0.7970325;0.34468752;0.52274597;0.32822484;0.6194987;0.50293493;1.4207153;1.0224859
0.38992006;0.643516;0.4634482;0.8035961;0.6976608;0.4999755;0.37078735;0.40845346;0.4244234;0.5167817;0.5109692;0.8289374;0.51428586;0.58291215;0.54827774;0.6031012;0.24691615;0.5131661;0.64494324;0.6981395;0.5109692;0.67775345;0.13877408;0.13010249;0.28211182;0.9263678;0.67389137;0.3764482;0.4509095;0.3539563;0.7137152;0.7875408;1.3919984;0.8935742
0.74034095;0.8104256;0.53829485;0.8779131;0.81159204;0.8631478;0.6689308;0.5031563;0.4753826;0.6814735;0.5283742;1.0390083;0.6109439;0.6672214;0.65626186;0.689124;0.2786571;0.61419433;0.6538536;0.7425771;0.5283742;0.7175211;0.23780043;0.23460439;0.19453275;0.6861084;0.62092847;0.39331967;0.36201608;0.3769117;0.77281517;0.9685502;1.358234;0.7627461
0.89550495;0.9217913;0.668195;1.0206468;0.9133942;1.0113826;0.8047994;0.661534;0.5256865;0.79213446;0.6926508;1.1274881;0.7387235;0.78916293;0.8277913;0.81513166;0.37933135;0.7482785;0.76614255;0.8680879;0.6926508;0.8410068;0.3831247;0.38344383;0.25841466;0.4294098;0.66220456;0.5003739;0.39160463;0.48322684;0.8217315;1.1984849;1.4155235;1.0512376
0.8254043;0.88645804;0.67646825;0.9228262;0.9293576;0.9369152;0.7268715;0.6417809;0.48832443;0.8037653;0.81641424;1.0828743;0.6816701;0.7040281;0.82604116;0.790537;0.48368838;0.72520065;0.74172926;0.8252331;0.81641424;0.80383116;0.43837923;0.43875837;0.35828173;0.50652164;0.660563;0.70584;0.5288583;0.6965028;0.7578194;1.0353235;1.3127365;1.0916404
0.59384304;0.86465865;0.68789846;0.9389738;0.876343;0.66615283;0.5495212;0.6457553;0.46739638;0.71097773;0.7846833;0.9588596;0.60577613;0.780293;0.85288733;0.7783483;0.4836924;0.71908146;0.8011698;0.8808339;0.7846833;0.8628621;0.3797491;0.38558552;0.43662474;0.5644439;0.5769243;0.7649289;0.5727822;0.7306185;0.7005204;1.0131288;1.0665573;1.2419285
0.24428965;0.78229445;0.63699293;1.0705937;0.70228076;0.24988897;0.30380154;0.52409023;0.45832855;0.61762464;0.6468891;0.738654;0.54645056;0.78844756;0.76358247;0.7721047;0.43758667;0.64132774;0.8964388;0.97616255;0.64688903;0.9504557;0.25293288;0.25457373;0.33417693;0.6224164;0.46847296;0.6757727;0.47174692;0.63675976;0.6127381;1.3241193;1.4289025;1.1925293
0.39655057;0.8106581;0.5424304;0.95027673;0.86198014;0.5256304;0.40349156;0.4364256;0.48419392;0.606427;0.50833625;0.93192375;0.6081407;0.68891996;0.68630075;0.6718286;0.33483267;0.6298795;0.799971;0.8819939;0.50833625;0.8574085;0.14441454;0.13899511;0.23331684;0.5937334;0.43749893;0.6887262;0.33690786;0.65981144;0.6203383;0.8960278;1.4298744;1.1199149
0.71648926;0.9364022;0.4682217;0.83528304;1.0301726;0.867679;0.63213444;0.3702392;0.477068;0.67630666;0.53855115;1.1529653;0.70167524;0.5324002;0.5722178;0.60057205;0.23430413;0.603514;0.65415597;0.73934805;0.53855115;0.71816164;0.20594554;0.19898269;0.15598267;0.5359049;0.5557189;0.651009;0.26711768;0.628422;0.6354002;0.82915443;1.4323146;1.1677362
0.89050674;1.0522214;0.60217595;0.83867013;1.1178483;1.0171164;0.79066616;0.48253235;0.5776663;0.77821094;0.6915662;1.2645888;0.8327619;0.6117526;0.744289;0.717568;0.3926183;0.6960819;0.68454206;0.7646296;0.6915662;0.75982714;0.35348448;0.35554376;0.30843815;0.5377154;0.7999435;0.68962085;0.41996852;0.6831818;0.7217765;0.8813176;1.4291049;1.3868191
0.8648471;1.0547266;0.63737214;0.8124417;1.0953345;0.974731;0.77475005;0.57757765;0.5197848;0.7616987;0.7132219;1.2463163;0.7679365;0.6552565;0.8309375;0.7319723;0.5037141;0.7567712;0.6412066;0.7147672;0.7132219;0.71236384;0.4392082;0.44417095;0.41325775;0.72936857;0.948452;0.70840156;0.55869097;0.70373535;0.86737686;0.9441778;1.4221417;1.450322
0.61851364;0.95418775;0.636241;0.8341385;0.97612983;0.6822785;0.5717797;0.5673442;0.48388186;0.696458;0.7511269;1.1335478;0.6302683;0.66076124;0.8635232;0.7356684;0.54469913;0.80493736;0.7019;0.7795345;0.7511269;0.77245885;0.42031968;0.42690495;0.49128357;0.9667028;0.93350077;0.7061838;0.6321085;0.70671415;0.84317917;1.0062455;1.4152799;0.92049176
0.24012457;0.6747727;0.516554;0.7142123;0.651352;0.22642449;0.29134884;0.49143356;0.41441625;0.5729432;0.72182846;0.8120456;0.48775533;0.5799293;0.7152234;0.63562244;0.3860907;0.6415917;0.647581;0.7075375;0.72182846;0.6965866;0.3030405;0.3033614;0.43285963;1.082214;0.8631753;0.69267994;0.5520391;0.68156695;0.74392617;0.8625771;1.4196602;0.7807576
0.38149294;0.62840664;0.40922773;0.69919443;0.67699355;0.4881776;0.36386696;0.38283452;0.41718024;0.5176704;0.4786781;0.8264571;0.5079465;0.531772;0.5843982;0.5522392;0.24226329;0.56386244;0.6331713;0.68741035;0.4786781;0.66901183;0.14903791;0.14055973;0.305677;0.98467207;0.76550865;0.6497692;0.4428316;0.6809199;0.86685;0.75731844;1.3368001;0.58128923
0.7353432;0.7965762;0.50487816;0.8191365;0.8303653;0.8586045;0.6627095;0.52231044;0.48858067;0.6666283;0.50110126;1.0170809;0.630636;0.64414877;0.6857417;0.6252208;0.26412955;0.60644656;0.620671;0.7121358;0.5011013;0.68660295;0.23842034;0.23730272;0.21533504;0.77445567;0.6801209;0.6263291;0.3702489;0.6418175;0.7241348;0.9477415;1.284181;0.98050797
0.90212154;0.8884485;0.6578652;0.95886457;0.88843924;1.0181321;0.8194438;0.6427451;0.48919827;0.8068083;0.6284176;1.1257517;0.69773215;0.7650801;0.7896163;0.78758734;0.39752057;0.74131536;0.7031092;0.809094;0.6284176;0.78256375;0.40032926;0.4018306;0.28647283;0.45933437;0.7087212;0.63700616;0.38077626;0.6589819;0.8601192;1.0824269;1.0316062;1.0194682
