SW;SCRE;LW;LCRE;CFnet;Fnet;SW_surf;LW_surf;LH;SH;Lf_snow;Fnet_surf;Fnet_toa_min_surf;CC;LWP;IWP;PWAT;Prcp_lsc;Prcp_cv;Prcp_tot;Prcp_snow;Prcp_rain;Temp_srf;Temp_2m;WMO_TP;O3_column;NO2_column;burden_AER;strat_burden_AER;wet_depos_AER;dry_depos_AER;strat_cond;strat_nuc;strat_evap
0.9037069;0.88910174;0.6476252;0.9185092;0.9115346;1.0228039;0.81520706;0.6666257;0.5808021;0.81239414;0.6569174;1.0733744;0.734878;0.76123357;0.815617;0.7809077;0.40351677;0.7718453;0.7004618;0.8137859;0.6569174;0.7903335;0.41084883;0.41273975;0.31724927;0.5550067;0.6757938;0.4981695;0.4391223;0.47383654;0.75238025;1.1191345;1.3447942;0.8704579
0.8482217;0.89648485;0.6832715;0.9338383;0.9264438;0.960241;0.7671004;0.6759786;0.50464183;0.795253;0.7212478;1.0995916;0.6806673;0.75841933;0.82043606;0.7877736;0.49812979;0.7297751;0.7567844;0.8372325;0.7212478;0.8184649;0.4402766;0.44105136;0.38703713;0.51715976;0.6190401;0.55626935;0.51466125;0.5189776;0.83346194;0.7264204;1.3919138;1.1540272
0.5901317;0.8052756;0.6361908;0.86686444;0.8420818;0.6710703;0.5380791;0.6193098;0.4615652;0.70043135;0.81419027;0.91821754;0.5702077;0.73187315;0.77725464;0.7531891;0.5053987;0.7188918;0.7380773;0.8111967;0.81419027;0.7944918;0.39236122;0.39556736;0.36946458;0.593564;0.5603862;0.55945796;0.44076854;0.5088841;0.64624834;1.1871334;0.9435919;1.358732
0.23794991;0.72897166;0.594345;0.91654706;0.70911825;0.25270668;0.29266715;0.5545005;0.47558993;0.6020256;0.7147311;0.6854508;0.5499868;0.732041;0.7736089;0.7399972;0.43229955;0.7146737;0.81015855;0.88852274;0.7147311;0.86597824;0.28254303;0.28721246;0.3442204;0.6233926;0.5557561;0.5118989;0.4097254;0.45567134;0.66746485;1.2854191;1.4282875;1.1931077
0.39606616;0.80527794;0.5168675;0.8881659;0.87707394;0.5382765;0.40510616;0.4719473;0.45833147;0.60230196;0.5828545;0.87096363;0.57715493;0.6753461;0.7110789;0.63119954;0.3142949;0.5756442;0.70435447;0.7758052;0.5828545;0.7535814;0.14927812;0.14564542;0.23720583;0.59306586;0.57238466;0.49022293;0.31532347;0.4200531;0.64229393;0.9978461;1.4216666;1.1402166
0.7198949;0.9451461;0.44218874;0.83270633;1.0310516;0.87088287;0.63978356;0.40914327;0.53728694;0.6726404;0.5529385;1.1618259;0.7465383;0.56112224;0.57529837;0.595161;0.2268782;0.55714995;0.6754645;0.76816195;0.55293846;0.74301434;0.21275736;0.20785081;0.18309644;0.5362026;0.66197157;0.38279203;0.3302456;0.33995312;0.6090205;0.6817995;1.4074515;1.2941493
0.88724864;1.0590531;0.58206296;0.8727957;1.112145;1.0146153;0.7880781;0.49287897;0.5833293;0.7482028;0.6608498;1.2621372;0.84806854;0.60167015;0.69425404;0.67666256;0.35492748;0.6076895;0.71231735;0.7910742;0.6608498;0.77933717;0.34093213;0.34131044;0.25744444;0.4230135;0.79827166;0.3854853;0.43260413;0.3699182;0.6220377;0.71130097;1.4272496;1.3276256
0.86818284;1.0648228;0.619401;0.8199354;1.1046906;0.9802868;0.78019637;0.5860273;0.5342687;0.7598181;0.65889955;1.234121;0.77356195;0.6782372;0.8392106;0.6935115;0.5114692;0.7504335;0.65854985;0.73809934;0.6588995;0.73334616;0.42035264;0.4278856;0.41374245;0.5931753;0.8727057;0.41630033;0.6116274;0.43015918;0.7753612;0.73847085;1.420231;1.2630538
0.6196349;0.95402557;0.636793;0.8515972;0.9598105;0.6908292;0.5742697;0.5871783;0.4924559;0.6951421;0.6901347;1.1532395;0.6644759;0.67123765;0.87670857;0.76113427;0.5272772;0.82125944;0.7033095;0.7831767;0.6901347;0.7737445;0.39500892;0.40265808;0.4591498;0.84256226;0.85208064;0.40218395;0.67094684;0.4074311;0.7813281;0.5877942;1.41236;0.9873344
0.23145567;0.6675863;0.5384548;0.80872315;0.6300268;0.23141904;0.28206772;0.47079808;0.42030343;0.5491285;0.61609524;0.80827;0.50504214;0.5929306;0.7158884;0.6813258;0.3741119;0.65375143;0.71567464;0.78147686;0.61609524;0.7654448;0.26808307;0.27187216;0.38984177;0.9382038;0.7452662;0.41160408;0.62549376;0.40838078;0.7298675;0.6964035;1.4167856;0.7591189
0.3882654;0.64354205;0.48236158;0.7842336;0.66546;0.48345435;0.37034735;0.4340713;0.46145508;0.56877595;0.53977686;0.82914555;0.5264994;0.5869982;0.5882814;0.611266;0.2674858;0.58447146;0.66388905;0.73794514;0.5397768;0.7143334;0.1431581;0.13834642;0.23717618;0.85781103;0.5862481;0.37796712;0.4519248;0.3548003;0.8046397;0.96672815;1.2234251;0.79308635
0.7402747;0.79672647;0.5125437;0.83333147;0.8366219;0.8683071;0.66487384;0.5226222;0.5036127;0.7083434;0.6098005;1.0322759;0.66337967;0.66612613;0.6901923;0.656387;0.2670467;0.67340463;0.636454;0.72335434;0.6098005;0.69907075;0.24940161;0.24578893;0.19881147;0.6811904;0.523873;0.43383938;0.40898573;0.40993246;0.8632744;0.93547463;1.4129931;0.8595018
0.8903243;0.88821536;0.70223516;1.0093937;0.91151524;1.0043445;0.7927076;0.64598435;0.5139625;0.78090554;0.70562416;1.135716;0.73642915;0.7397235;0.7772225;0.82578474;0.393097;0.7170189;0.7988038;0.89093554;0.70562416;0.8654372;0.389369;0.38968512;0.30653986;0.47190142;0.6293088;0.5190552;0.47761932;0.48054975;0.784428;0.96703917;1.3571962;0.82243663
0.8292113;0.8894254;0.68087935;0.91862994;0.9273377;0.9393921;0.7349238;0.689664;0.53077996;0.83642936;0.8557518;1.0664997;0.6826676;0.75313586;0.83296937;0.8107905;0.49327478;0.77901894;0.7474107;0.84842443;0.8557518;0.82666314;0.45040134;0.4520143;0.4103771;0.48893648;0.61883986;0.59716225;0.5585544;0.57091814;0.8794283;0.74684083;1.3084415;1.2865238
0.58214957;0.80604386;0.6415814;0.8717406;0.84760666;0.66950023;0.5264935;0.6202994;0.45709896;0.7162013;0.7593341;0.9219829;0.57877;0.7046885;0.7946575;0.73123807;0.4897832;0.6466093;0.76208603;0.83321565;0.7593341;0.8144899;0.39389586;0.39843726;0.40051928;0.5719975;0.5442105;0.5518167;0.5547093;0.499031;0.69081867;0.7773059;1.3981962;1.3311372
0.2394775;0.7295857;0.61774546;0.94135696;0.70611316;0.26074138;0.29454133;0.5666535;0.45091748;0.58520544;0.7111715;0.71421146;0.54214305;0.7478499;0.7613458;0.75005436;0.43170905;0.70358104;0.8011673;0.89003116;0.7111715;0.86729616;0.2809229;0.28387645;0.32594955;0.61799055;0.4053058;0.5295454;0.42965865;0.4828647;0.64027214;0.8710724;1.4250544;1.3703839
0.38233075;0.7591299;0.48015994;0.8698642;0.8279264;0.52758396;0.38191363;0.43301547;0.45054922;0.61450666;0.56257135;0.87471014;0.588399;0.6473593;0.6725251;0.575919;0.29009065;0.56756043;0.67423314;0.7551353;0.56257135;0.73092717;0.15023783;0.1454221;0.21228057;0.5989944;0.39478683;0.5073734;0.33858526;0.44605675;0.69459623;0.73082376;1.4231716;1.1583822
0.7217167;0.9249615;0.45513362;0.8106951;1.0163649;0.8703514;0.6425462;0.38215595;0.48709834;0.6753244;0.5089957;1.1530498;0.7132185;0.5154154;0.558913;0.59147227;0.22140032;0.5657456;0.6469566;0.73512346;0.5089957;0.7137033;0.21713884;0.21033879;0.16542764;0.5543765;0.55681926;0.41099408;0.30990657;0.3637209;0.6653253;0.60361;1.4354671;1.366672
0.8893752;1.047437;0.57586944;0.81860614;1.1091007;1.0190259;0.7910257;0.483679;0.57634866;0.7690141;0.66112065;1.2687901;0.83258104;0.57390213;0.72988635;0.7090479;0.3808932;0.67940855;0.65748537;0.7421958;0.66112065;0.73355806;0.34360877;0.34512085;0.31905934;0.50528103;0.7782634;0.44511855;0.49609834;0.4331043;0.69300824;0.7266682;1.4228165;1.4612682
0.8620874;1.0554209;0.62759316;0.8236324;1.107407;0.9704222;0.7696836;0.58536965;0.53687453;0.7719095;0.69743747;1.2356044;0.8035055;0.6584578;0.82800174;0.69853514;0.50257635;0.7800198;0.6551185;0.74721295;0.69743747;0.74263024;0.43232676;0.4388494;0.4344298;0.7002993;0.8965467;0.4366287;0.64673936;0.43001333;0.7698221;0.78197896;1.4215105;1.4658086
0.6155709;0.9489916;0.62258035;0.82197034;0.97506267;0.68239015;0.56958437;0.60111916;0.4591865;0.6883669;0.68679035;1.0996865;0.63568395;0.64846283;0.8492269;0.7365672;0.5090092;0.755019;0.67012155;0.7535657;0.68679035;0.7482776;0.40836176;0.41427988;0.47295997;0.9702835;0.91045827;0.43340006;0.7318463;0.4302395;0.741851;0.76062745;1.4237239;1.2641282
0.24426158;0.67777807;0.5092017;0.70985776;0.67031103;0.2388898;0.29447952;0.50241697;0.4113638;0.57303435;0.5993328;0.8190953;0.48930073;0.59271336;0.74923444;0.60639095;0.38393041;0.6222897;0.62204796;0.6851134;0.5993328;0.6772017;0.28922904;0.29038402;0.41516227;1.0302191;0.8546486;0.37933454;0.64817333;0.38187826;0.7395924;0.7534966;1.4237332;0.9422779
0.38642278;0.6150837;0.3955059;0.65517896;0.6720094;0.49561554;0.3676381;0.40959522;0.41666463;0.52364624;0.5073489;0.8316362;0.5082686;0.51556623;0.56615144;0.53285176;0.23547894;0.5077927;0.5663703;0.6098941;0.50734895;0.59381586;0.13417223;0.12592486;0.26675934;0.9361808;0.72749835;0.3593923;0.49773282;0.33722478;0.7587012;0.6708908;1.4051259;0.6492821
0.7289246;0.7713619;0.43945324;0.72077614;0.82751423;0.8606298;0.6485176;0.48085397;0.5019877;0.6759478;0.61416584;1.0394539;0.63441294;0.5855668;0.70326835;0.6308448;0.282246;0.6465637;0.5654886;0.65464485;0.6141658;0.63099533;0.22638921;0.2238338;0.20946817;0.74590933;0.7242751;0.5310775;0.38803405;0.51060975;0.9597943;0.9061816;1.3752283;0.76157516
0.8932088;0.8570565;0.6045081;0.8528959;0.8925792;1.009479;0.8020274;0.6137958;0.53560394;0.765727;0.6130223;1.1010215;0.70404696;0.7061982;0.780582;0.7182448;0.3581971;0.7370786;0.6123179;0.70959455;0.6130223;0.69020706;0.3830688;0.38453346;0.27298;0.4135241;0.73747915;0.52162886;0.37839082;0.48553732;0.84198564;1.0927374;1.2909523;1.017366
0.83832824;0.9080734;0.7114977;0.9177244;0.9397559;0.94471645;0.7493652;0.7178734;0.52902573;0.8150328;0.87425053;1.0636919;0.6979522;0.7853042;0.84639585;0.82120687;0.46113688;0.74481165;0.7405181;0.82405555;0.87425053;0.8050871;0.4429879;0.4457401;0.3779688;0.48266977;0.7113508;0.57416636;0.5109794;0.50256926;0.7076684;1.0811038;1.3879534;1.1921304
0.58949995;0.8499126;0.7133352;0.98895955;0.86827314;0.66167414;0.54388595;0.6796341;0.49630424;0.72649926;0.82807004;0.9305184;0.61393416;0.7892196;0.8720305;0.80213726;0.5119984;0.72293764;0.8702549;0.9489105;0.82807;0.92501587;0.40264577;0.4072884;0.4457427;0.60725725;0.71900845;0.57654464;0.56753826;0.49345452;0.63434917;1.0092031;1.2386696;1.2324846
0.21999653;0.69169897;0.6009538;0.8977691;0.67408156;0.2434474;0.27350545;0.547106;0.43541768;0.61150473;0.6440014;0.6354511;0.49156702;0.7122426;0.7574864;0.69642866;0.43675542;0.6056769;0.7893958;0.8611786;0.6440014;0.8392421;0.24990189;0.2525202;0.40048787;0.6870151;0.62315977;0.479257;0.5486466;0.4448054;0.70734686;0.68722904;1.4056469;1.2820289
0.39370647;0.7842033;0.45779014;0.7823097;0.8388494;0.5264405;0.39606306;0.47049728;0.45953062;0.6168074;0.4703835;0.88596797;0.57969683;0.62891114;0.6351357;0.5786719;0.28439203;0.5715561;0.6516599;0.7232928;0.4703835;0.6984193;0.1401072;0.13389148;0.23301712;0.62431973;0.5604602;0.43012944;0.36906096;0.37196633;0.6123095;0.53501135;1.4233459;1.2141838
0.72749084;0.9527863;0.45307618;0.7578473;1.0368792;0.8671677;0.6498742;0.415198;0.47104916;0.70035136;0.53667766;1.1431719;0.68984896;0.5318752;0.63133895;0.6056461;0.2064057;0.62870765;0.60008985;0.6890069;0.53667766;0.66620934;0.22325991;0.21788143;0.16710387;0.5541101;0.6896166;0.38009176;0.35096446;0.3398182;0.6322273;0.62794346;1.4351244;1.2275735
0.88935304;1.0475132;0.53571874;0.75631386;1.1041354;1.0188619;0.78736675;0.48028415;0.5389966;0.7549152;0.62700945;1.233894;0.78879625;0.57334936;0.7099989;0.64225334;0.37169808;0.65520966;0.6391369;0.72642887;0.62700945;0.71863323;0.35728335;0.3585684;0.28062394;0.551042;0.8390786;0.35814095;0.48232707;0.3483715;0.6781978;0.73317784;1.40503;1.3017663
0.86055315;1.0623189;0.6474556;0.8283897;1.1038316;0.9677829;0.7717789;0.6050486;0.5446364;0.78748226;0.75307107;1.2457259;0.783293;0.660905;0.84880894;0.730779;0.5585157;0.68586355;0.70209616;0.76965463;0.75307107;0.76408386;0.4308592;0.4407031;0.44304368;0.68607605;0.8884769;0.40446284;0.67219365;0.4032815;0.7419223;0.7338708;1.4134059;0.9973028
0.602536;0.90499353;0.62111855;0.80349255;0.9391618;0.6687666;0.54862;0.55388916;0.4889728;0.6865227;0.68438935;1.1452973;0.64355767;0.6154471;0.8202755;0.6887491;0.53410786;0.71700835;0.67822295;0.74469507;0.6843893;0.73846334;0.40826437;0.41643354;0.47041517;0.89926875;0.79219013;0.3777979;0.7226727;0.36820415;0.7122419;0.8057959;1.4174166;0.77227736
0.23177658;0.68073076;0.51361716;0.72416073;0.65281105;0.2181165;0.28740448;0.4834937;0.41117397;0.585152;0.6105592;0.8121361;0.4695674;0.5771591;0.7523565;0.6141343;0.3652159;0.6132605;0.6669275;0.72970295;0.6105592;0.7197842;0.2793515;0.27918306;0.3721817;0.97953385;0.745934;0.3540896;0.5945482;0.34440395;0.73028123;0.7165776;1.4150577;0.8784051
0.4169168;0.67891127;0.4854233;0.83849055;0.68426144;0.5258825;0.40927958;0.4077448;0.44674203;0.5415023;0.5070603;0.849526;0.5361197;0.5864793;0.6493122;0.6550005;0.25037423;0.56246346;0.6777617;0.7533752;0.5070603;0.73269266;0.13530236;0.1270269;0.24335888;0.9715208;0.6621078;0.35289305;0.43466783;0.32386908;0.7017582;0.6868869;1.4122217;0.8533906
0.73919845;0.7632971;0.45834208;0.7404017;0.83008784;0.8712513;0.6630906;0.47897726;0.4821835;0.6643768;0.5223457;1.0397127;0.630179;0.57255214;0.66659474;0.6119381;0.26225594;0.6380659;0.60253614;0.68739927;0.5223457;0.6634637;0.21971686;0.21618035;0.20159832;0.7706689;0.5955315;0.47068173;0.3534008;0.45057988;0.87887263;0.7915675;1.3866776;1.2228367
0.89586306;0.8496034;0.59522027;0.8055482;0.8971694;1.0158901;0.8050835;0.6174088;0.53374904;0.8040662;0.65905863;1.132116;0.7099778;0.6721016;0.78308344;0.7308908;0.40739554;0.77293533;0.6022099;0.7018574;0.65905863;0.6818479;0.37537393;0.37584305;0.29762018;0.5619082;0.66277385;0.59957653;0.49443758;0.594793;0.982403;0.9578295;1.3114707;0.96168625
0.8345681;0.8923887;0.69189787;0.92209554;0.9258213;0.9535077;0.7462503;0.6912555;0.5049642;0.7793009;0.8387722;1.0959779;0.66079396;0.7673635;0.8273553;0.8302629;0.4797287;0.78299785;0.72313803;0.8241949;0.8387722;0.8003713;0.44370535;0.4460998;0.39414304;0.5473504;0.6405352;0.5819352;0.5753233;0.56150144;0.88355416;0.86345315;1.3840816;0.816504
0.58205926;0.8150165;0.6754654;0.9504301;0.8446421;0.66977;0.52791315;0.6050706;0.45909697;0.644856;0.8191136;0.9399468;0.58982825;0.7042966;0.78191423;0.7819254;0.5057445;0.62127846;0.7920508;0.8557227;0.8191136;0.8394189;0.38618615;0.38902187;0.4037655;0.5938209;0.53722286;0.5387332;0.5349924;0.48994377;0.61237335;0.8369782;1.3853203;1.3268656
0.22893393;0.7035116;0.5979391;0.9176343;0.7141025;0.2711308;0.2822707;0.530977;0.44504052;0.5540295;0.57930756;0.69609153;0.52345484;0.6883715;0.7754179;0.70668083;0.45371047;0.64052397;0.79579747;0.87219626;0.5793075;0.85078764;0.2575365;0.2618565;0.33195466;0.61877465;0.42978612;0.46649852;0.42533055;0.44182265;0.64284897;0.7330656;1.4332854;1.1964031
0.39490572;0.7634488;0.44017598;0.7909187;0.841352;0.53022933;0.40013248;0.45101142;0.4478524;0.5852464;0.54882556;0.85965925;0.57669085;0.5974193;0.68859714;0.5652517;0.2944309;0.5743325;0.68330765;0.75501055;0.5488255;0.73174304;0.14507388;0.13904893;0.21295373;0.5859618;0.3934134;0.40522122;0.3231957;0.34882692;0.5633786;0.6453976;1.4222554;1.1720876
0.720409;0.96712863;0.47047874;0.8211756;1.0353464;0.87054104;0.63926005;0.38527644;0.4760542;0.6727363;0.4810382;1.1733907;0.703417;0.556396;0.6091324;0.5861725;0.22424613;0.5468608;0.6392269;0.73163134;0.48103818;0.7109303;0.21576685;0.20861897;0.15231031;0.5327493;0.5022471;0.4430424;0.27251717;0.39649227;0.700413;0.6159579;1.4250425;1.3388293
0.8869476;1.0521709;0.57791716;0.8283156;1.1143581;1.020593;0.78488743;0.4884233;0.5741527;0.7286438;0.6196555;1.2620519;0.8340304;0.58059746;0.71977276;0.70636123;0.3725654;0.7010381;0.6748457;0.7632676;0.6196555;0.753229;0.3372567;0.338527;0.28590772;0.48587066;0.7307368;0.39951688;0.43293467;0.38378686;0.7144012;0.7093231;1.4325799;1.4470843
0.8624337;1.0655785;0.62165195;0.82300055;1.085978;0.9734713;0.77301556;0.57802516;0.5169318;0.7457205;0.69463664;1.2346486;0.7755405;0.65297914;0.8297344;0.75120294;0.5100876;0.72307223;0.66455114;0.74887866;0.69463664;0.7416193;0.41868788;0.42674342;0.44879442;0.66608536;0.85489523;0.42281348;0.6339584;0.4154433;0.77586156;0.75776887;1.4218285;0.9746535
0.61197406;0.9145632;0.5931694;0.7629122;0.95606536;0.6820426;0.5612234;0.58992296;0.4829178;0.6692519;0.7205624;1.1150632;0.6427043;0.634689;0.8266846;0.7096058;0.5250836;0.7707482;0.6727148;0.7501807;0.7205624;0.7402191;0.41078466;0.4185269;0.45628992;0.9154005;0.81448233;0.34319106;0.6379547;0.33457807;0.6880972;0.82294667;1.4264123;1.0219417
0.2247294;0.6365945;0.49780333;0.6911558;0.6242574;0.22611852;0.27240497;0.50668716;0.45741954;0.561235;0.6808372;0.85664314;0.54802436;0.5765408;0.66361177;0.6195242;0.37778595;0.624986;0.62709045;0.6769922;0.68083715;0.66546464;0.29696718;0.29942054;0.36779633;0.9964542;0.7464512;0.3843097;0.5023791;0.3715103;0.6751252;0.49772984;1.4242147;1.1650499
