SW;SCRE;LW;LCRE;CFnet;Fnet;SW_surf;LW_surf;LH;SH;Lf_snow;Fnet_surf;Fnet_toa_min_surf;CC;LWP;IWP;PWAT;Prcp_lsc;Prcp_cv;Prcp_tot;Prcp_snow;Prcp_rain;Temp_srf;Temp_2m;WMO_TP;O3_column
0.84868866;0.4893486;0.71913034;0.3022216;0.4085914;0.7380595;0.84894514;0.81445414;0.80003995;0.58924955;0.7663068;0.34860352;0.6892455;0.6247829;0.6373148;0.61183304;0.8908802;0.69509894;0.41720912;0.3462551;0.7663068;0.37851146;0.97777057;0.97986203;0.94740635;0.651131
